run_id,layer,head,metric,value
20260528_010,0,0,cka_ablated,0.8699390291863334
20260528_010,0,0,cka_delta_vs_baseline,-0.02921409643645223
20260528_010,0,1,cka_ablated,0.8962044425983815
20260528_010,0,1,cka_delta_vs_baseline,-0.0029486830244040974
20260528_010,0,2,cka_ablated,0.8485519847585276
20260528_010,0,2,cka_delta_vs_baseline,-0.05060114086425804
20260528_010,0,3,cka_ablated,0.9053964512175326
20260528_010,0,3,cka_delta_vs_baseline,0.006243325594747051
20260528_010,1,0,cka_ablated,0.8914102177571568
20260528_010,1,0,cka_delta_vs_baseline,-0.007742907865628812
20260528_010,1,1,cka_ablated,0.8962859764439765
20260528_010,1,1,cka_delta_vs_baseline,-0.0028671491788091474
20260528_010,1,2,cka_ablated,0.8969180885377319
20260528_010,1,2,cka_delta_vs_baseline,-0.0022350370850536816
20260528_010,1,3,cka_ablated,0.8959730532500276
20260528_010,1,3,cka_delta_vs_baseline,-0.0031800723727579694
20260528_011,-1,-1,baseline_cka,0.9560984275268847
20260528_011,0,0,cka_ablated,0.9640699912079951
20260528_011,0,0,cka_delta_vs_baseline,0.007971563681110405
20260528_011,0,1,cka_ablated,0.9516251788081802
20260528_011,0,1,cka_delta_vs_baseline,-0.00447324871870447
20260528_011,0,2,cka_ablated,0.9103708325090071
20260528_011,0,2,cka_delta_vs_baseline,-0.0457275950178776
20260528_011,0,3,cka_ablated,0.9625715895161845
20260528_011,0,3,cka_delta_vs_baseline,0.006473161989299814
20260528_011,1,0,cka_ablated,0.9557046390246047
20260528_011,1,0,cka_delta_vs_baseline,-0.0003937885022800014
20260528_011,1,1,cka_ablated,0.9501482491347867
20260528_011,1,1,cka_delta_vs_baseline,-0.005950178392097993
20260528_011,1,2,cka_ablated,0.9534389646768983
20260528_011,1,2,cka_delta_vs_baseline,-0.002659462849986416
20260528_011,1,3,cka_ablated,0.9506947014394002
20260528_011,1,3,cka_delta_vs_baseline,-0.005403726087484517
20260528_012,-1,-1,baseline_cka,0.9488250264354482
20260528_012,0,0,cka_ablated,0.920978788041518
20260528_012,0,0,cka_delta_vs_baseline,-0.02784623839393019
20260528_012,0,1,cka_ablated,0.9461118540190762
20260528_012,0,1,cka_delta_vs_baseline,-0.002713172416372034
20260528_012,0,2,cka_ablated,0.9082445441833475
20260528_012,0,2,cka_delta_vs_baseline,-0.04058048225210065
20260528_012,0,3,cka_ablated,0.9552879897364809
20260528_012,0,3,cka_delta_vs_baseline,0.006462963301032687
20260528_012,1,0,cka_ablated,0.944972614485302
20260528_012,1,0,cka_delta_vs_baseline,-0.003852411950146184
20260528_012,1,1,cka_ablated,0.9446450776467797
20260528_012,1,1,cka_delta_vs_baseline,-0.004179948788668453
20260528_012,1,2,cka_ablated,0.9424238949269342
20260528_012,1,2,cka_delta_vs_baseline,-0.0064011315085139575
