model,model_label,split,probe_subj_accuracy,probe_subj_f1,probe_subj_auroc,probe_sent_accuracy,probe_sent_f1,probe_sent_auroc,precision_at_5,cluster_ari,cluster_nmi,sign_flip_rate
B3_oracle,Oracle-Memory Timeformer,test,0.9004,0.855,0.9634,0.8991,0.8487,0.9646,0.8244,-0.0003,0.0008,
B3_oracle,Oracle-Memory Timeformer,hard_verb,0.5256,0.4457,0.3714,0.5256,0.4457,0.3511,0.8995,-0.004,0.0001,
B3_oracle,Oracle-Memory Timeformer,hard_both,0.2174,0.0357,0.0397,0.1884,0.0,0.0319,0.7942,-0.0056,0.0017,
B3_oracle,Oracle-Memory Timeformer,ambiguous_test,0.5784,0.4385,0.5805,0.566,0.4229,0.5648,0.7016,-0.0,0.0001,
B3_oracle,Oracle-Memory Timeformer,continuation,0.7544,0.7653,0.7843,0.767,0.7736,0.7819,0.733,-0.0012,0.0001,
B3_oracle,Oracle-Memory Timeformer,interpolation,0.7638,0.7025,0.7906,0.7714,0.7074,0.7899,0.6899,-0.0018,0.0001,
B3_oracle,Oracle-Memory Timeformer,contrastive,,,,,,,,,,0.5862
B2b_ref,Token-Time Transformer (reference),test,0.8768,0.8157,0.9372,0.8729,0.8131,0.9429,0.7528,-0.0024,0.0003,
B2b_ref,Token-Time Transformer (reference),hard_verb,0.5535,0.4146,0.4549,0.5767,0.4916,0.4459,0.8121,0.0017,0.0046,
B2b_ref,Token-Time Transformer (reference),hard_both,0.3043,0.0,0.1712,0.3043,0.0769,0.1615,0.7072,-0.0128,0.0001,
B2b_ref,Token-Time Transformer (reference),ambiguous_test,0.622,0.4664,0.6045,0.5892,0.4418,0.5918,0.6882,0.0013,0.0002,
B2b_ref,Token-Time Transformer (reference),continuation,0.762,0.7692,0.795,0.7683,0.774,0.7945,0.7322,0.0008,0.0012,
B2b_ref,Token-Time Transformer (reference),interpolation,0.7814,0.7203,0.8066,0.7538,0.6755,0.7889,0.6905,-0.0024,0.0001,
B2b_ref,Token-Time Transformer (reference),contrastive,,,,,,,,,,0.4483
B3_learned,Memory-Augmented Timeformer (learned memory),test,0.8847,0.8268,0.9513,0.8886,0.8337,0.9568,0.8168,0.0002,0.0005,
B3_learned,Memory-Augmented Timeformer (learned memory),hard_verb,0.5209,0.4046,0.3666,0.5163,0.4468,0.3204,0.9265,0.0042,0.0035,
B3_learned,Memory-Augmented Timeformer (learned memory),hard_both,0.2464,0.0714,0.0716,0.1159,0.0317,0.0406,0.7333,0.0037,0.0034,
B3_learned,Memory-Augmented Timeformer (learned memory),ambiguous_test,0.6048,0.4625,0.5774,0.5736,0.4431,0.5692,0.6832,-0.0004,0.0002,
B3_learned,Memory-Augmented Timeformer (learned memory),continuation,0.7746,0.7906,0.779,0.7708,0.7849,0.7859,0.7247,-0.0013,0.0001,
B3_learned,Memory-Augmented Timeformer (learned memory),interpolation,0.7889,0.7325,0.7892,0.7688,0.7212,0.7879,0.7085,-0.0012,0.0003,
B3_learned,Memory-Augmented Timeformer (learned memory),contrastive,,,,,,,,,,0.4483
